ID,Sales
883,117.4818783831776
884,124.31016891224095
885,105.03122958358838
886,97.43180719339045
887,59.82433682522196
888,88.74182504384616
889,84.30114086265323
890,82.75935355471344
891,92.11675939175774
892,80.05658837457915
893,78.79720198240413
894,57.26267474946945
895,62.34708734766467
896,131.6353529395361
897,110.1744161338707
898,119.7698825831875
899,102.87536883119613
900,100.37492759161154
901,58.59684308341244
902,81.69390263443645
903,80.53314763127112
904,80.50085111308661
905,87.39781188411914
906,77.00882856124767
907,77.08799122828874
908,53.786546744485435
909,58.588350154345875
910,120.04448726793942
911,124.88981764320903
912,122.50730342301145
913,114.5424567694591
914,96.30605234737791
915,63.117334796384725
916,93.98874726785388
917,94.54460889691234
918,77.07728047266967
919,85.01871338331217
920,76.8708516841059
921,73.88154036285552
922,51.70218692795066
923,70.04552606076396
924,129.99278621638618
925,112.67700442506361
926,129.632860654993
927,99.28189517817954
928,88.63350662585486
929,50.136059577873894
930,78.0280306938432
931,85.49803228111972
932,78.08769078070327
933,88.5298024570316
934,79.32546009207493
935,72.57026775460967
936,52.25703665812291
937,74.96419139855966
938,122.87894645161641
939,104.17954542974817
940,114.89049863000851
941,102.24506546163455
942,103.77930751027023
1825,168.50652455065975
1826,162.0006616568918
1827,102.60594004461163
1828,151.33000573905727
1829,97.56078999131812
1830,139.55611755988312
1831,119.22260160033031
1832,119.05488011227237
1833,120.0425584675358
1834,115.4095735359906
1835,123.69504899544843
1836,88.48137577816122
1837,88.39295211589959
1838,181.43829238663392
1839,152.19526430667764
1840,145.13762187507817
1841,144.4866766327431
1842,151.83044699658964
1843,87.38766918290793
1844,123.23728659677076
1845,110.56001159767767
1846,112.23823842258159
1847,107.88027264926777
1848,108.70243292633829
1849,118.74605992679672
1850,77.67547145057482
1851,85.36333461718655
1852,171.1518382347276
1853,182.54650103966276
1854,156.90430539587214
1855,168.01873819541697
1856,147.61612787953626
1857,109.53677814987512
1858,150.93067968493264
1859,130.4032005330039
1860,109.86393141668594
1861,107.04009000571642
1862,105.04948418412579
1863,113.62790670199715
1864,77.66214108945444
1865,104.37883935635537
1866,176.36430430135255
1867,153.2381785319881
1868,153.92634031013154
1869,136.701027252443
1870,130.74566477815284
1871,72.96632441594605
1872,120.47310003012021
1873,117.81651800852053
1874,108.9413364903157
1875,108.04999547423196
1876,110.17337030847106
1877,110.83895625669803
1878,74.85405472078527
1879,109.31948230808557
1880,167.96996392100476
1881,145.0072932100833
1882,142.03684262375322
1883,149.6015117224854
1884,161.51160592647236
2767,234.5733304183382
2768,193.73550409411448
2769,197.85007796084767
2770,204.60734467419275
2771,143.73878989840614
2772,190.41496418902895
2773,188.83933206950093
2774,185.66960396167212
2775,167.63972137365252
2776,156.20462563686075
2777,177.41398111971102
2778,136.5720507213703
2779,134.0082583927635
2780,239.2630403831716
2781,193.335556915807
2782,171.62091922328705
2783,178.32171510103393
2784,199.85293783065117
2785,130.07801723532873
2786,170.11186728308235
2787,171.53050578776984
2788,170.72380696075672
2789,150.96124174750202
2790,147.62371300483602
2791,169.33810335057103
2792,118.33681244950024
2793,134.52151602551638
2794,211.82347159672486
2795,231.0521837709344
2796,206.7984867144447
2797,244.08419372267718
2798,197.04978510425875
2799,186.23762550235176
2800,210.1599071158578
2801,154.46442255261437
2802,189.94236603816526
2803,167.7117376620463
2804,158.34737019378684
2805,170.7311893581501
2806,119.34284830823971
2807,160.01746501680205
2808,248.67859259660455
2809,206.92601917456238
2810,193.19303449929208
2811,177.40874217048471
2812,179.34230241157906
2813,119.09691997535917
2814,174.0595440812544
2815,201.28307290119758
2816,180.2815631513721
2817,164.6234431635645
2818,166.78559425462834
2819,172.77837980334152
2820,125.689057819832
2821,171.22302864435125
2822,245.0477976717116
2823,207.94748319146345
2824,197.5655460946622
2825,217.26297113207295
2826,228.57560323955724
3709,170.94708312034234
3710,144.8249049203025
3711,155.34595339503937
3712,129.32134162934364
3713,66.96201360456124
3714,113.82255767896814
3715,115.39645526007543
3716,115.21639078549785
3717,105.3133266915322
3718,113.92740837678946
3719,103.55200628068417
3720,71.4289172054756
3721,83.62692819257002
3722,180.87375090256256
3723,145.1437635281055
3724,133.27546164693175
3725,153.18497248766056
3726,129.4122545534637
3727,69.82983210918484
3728,109.35690981749923
3729,110.45928350494394
3730,107.93003427022352
3731,97.47146992416106
3732,109.84209952014035
3733,101.69895923519806
3734,64.45362075505564
3735,80.93791420357503
3736,170.20075893900707
3737,165.1812652415926
3738,147.74965318679028
3739,176.26137248650537
3740,129.1054681875794
3741,73.7025430033805
3742,118.20096033825882
3743,103.52204037551974
3744,103.00481787850778
3745,94.70650889910516
3746,103.91410639901584
3747,92.95022736738939
3748,60.55671858621739
3749,94.14991201264215
3750,180.55008480100435
3751,145.53095965190843
3752,137.65882562708833
3753,141.88204910277082
3754,111.58679794410017
3755,59.21504424317826
3756,104.02618024653394
3757,116.7710061661878
3758,101.58838706884801
3759,95.40732130709605
3760,109.86869823814561
3761,93.5947760888923
3762,61.78304240783674
3763,99.88503732893936
3764,170.80014467647527
3765,138.34534340908905
3766,133.16083945885595
3767,155.7203483893025
3768,135.41111319849674
4651,174.2661977155736
4652,152.65606933671762
4653,123.47347508811322
4654,156.47956848767765
4655,143.320850719799
4656,142.01444862233484
4657,144.89860830479856
4658,131.29259261003884
4659,126.47043777215583
4660,121.45824029753533
4661,134.36344979191415
4662,148.37467406234438
4663,106.40211459301591
4664,194.65434501012297
4665,149.85441747530916
4666,142.19326967248665
4667,142.974993052673
4668,159.69291597279124
4669,146.0429089304917
4670,131.99520703689217
4671,136.43796141585062
4672,124.60591671313645
4673,114.66072835736152
4674,114.82318587254002
4675,128.92301285902627
4676,126.65917912284934
4677,103.17806183611143
4678,165.525507432548
4679,161.51205375920983
4680,153.45436836746646
4681,176.0767574802382
4682,144.167776305682
4683,153.2390239881235
4684,154.32381082033996
4685,102.78758328639138
4686,119.68141667337149
4687,112.88054604554148
4688,113.86008843318452
4689,120.83587058844947
4690,120.04255042163722
4691,115.07851250946808
4692,189.71685820608627
4693,148.52938027937466
4694,145.82203209687174
4695,134.48268315660076
4696,134.03388127482768
4697,118.44424309359565
4698,121.56070452502959
4699,144.85643246193575
4700,118.5091678135742
4701,115.46732080085057
4702,119.45231990038114
4703,118.02400093382539
4704,122.5682560141086
4705,119.98974925020505
4706,174.09013295476527
4707,135.49064215756252
4708,133.26615745068935
4709,140.33340603855635
4710,153.96193196873585
5593,139.29763419801517
5594,120.25076904059638
5595,121.48381902066023
5596,121.44605195322576
5597,98.41593852504019
5598,115.7590334798504
5599,115.6404360966137
5600,111.48037038334559
5601,103.63819402972072
5602,100.59964371711806
5603,107.64456023203833
5604,107.73481067715535
